tweet_preprocessed,NETRAL,MENGUATKAN,MELEMAHKAN
mariebudewa idtodayco lah presiden revisi uu kpk yang waku bikin heboh karena melemahkan kpk sekarang giliran masalah twk bermasalah presiden angkat tangan gak mau ikut campur,0.0,0.0,1.0
devy kpkri,1.0,0.0,0.0
mantan pegawai kpk tata khoiriyah ikut menanggapi ihwal foto viral bendera hti tersebut tata merupakan salah satu pegawai kpk kena pecat gagal tes wawasan kebangsaan twk temponasional,0.0,0.0,1.0
sebanyak pegawai kpk ri tidak lolos twk tes wawasan kebangsaan kemarin berpamitan rekan sejawat masih bekerja pegawai keluar gedung merah putih usai mengembalikan barangbarang inventaris kantor,1.0,0.0,0.0
sebenarnya sikap jokowi ditunggu berbagai pihak terlebih jokowi pernah meminta tes wawasan kebangsaan kpk jangan menjadi landasan memecat pegawai kpk,0.0,1.0,0.0
kumbahanmamel sbyfess tes wawasan kebangsaan sam,0.0,1.0,0.0
beliau sangat butuhkan negara lembaga kpk kerna banyak prestasi beliau menangkap koruptor,0.0,1.0,0.0
cnnindonesia saya justru kpk semakin kuat dipercaya masyarakat selamat kpk lanjutkan,0.0,0.0,1.0
semakin ngotot terus kpk kecurigaan publik semakin kuat kalau mmg punya tujuan terselubung tetap sana seorang pegawai or karywan selalu mempersiapkan dirinya kemungkinan terburuk yang suatu waktu bakal dihadapi pensiun or dipecat,1.0,0.0,0.0
komnas ham dukung perekrutan eks pegawai kpk jadi asn polri salah satu rekomendasi disampaikan meminta presiden joko widodo jokowi mengevaluasi tes wawasan kebangsaan twk kpk maupun kementerianlembaga,0.0,1.0,0.0
patut diperiksa ini rudi hartono bangun kok kayaknya takut banget kena ott kpk iya pak kawal terus kawan satu jokowi kpkri pipkpk,1.0,0.0,0.0
nasional kepolisian negara republik indonesia polri sedang memproses mekanisme perekrutan mantan pegawai kpk tidak lulus tes wawasan kebangsaan twk asn polri kpk polri,0.0,1.0,0.0
ferdinandhaean kpkri dprri kalau buat kaum kadrun pasti bilang waras,1.0,0.0,0.0
baru jelas masalah security kpkri yang diberhentikan karena bendera putih mksh bang dennysiregar moga ke pak jokowi beritanya,1.0,0.0,0.0
dynitri abirusyda nurwahidahalz bandarjuaranya ridanulantary wanheartn cahmbanjar arpangeran seruanhl hnurwahid geiszchalifah tofatofaid musniumar reflyhz oposisicerdas maspiyuaja rockygerungrg galamedianews hmsoeharto sbyudhoyono nenowarisman ramlirizal bemsi msaiddidu pakjk nurmantyogatot nazaqistsha kpkri aniesbaswedan agusyudhoyono edhiebaskoro mardanialisera tniad jokowi fadlizon nataliuspigai harisazhar pksejahtera pdemokrat faisalbasri tvonenews demokrattv andiarief krmtroysuryo annisapohan amansur hanumrais panca bilang pancasila sesuai ajaran islam ingin bangun khilafah aneh,0.0,1.0,0.0
febri diansyah mendaftar penyelidik kpk bukan juru bicara,1.0,0.0,0.0
pegawai yang bekerja pabrik pembuat vaksin dipecat karena lulus tes wawasan kebangsaan itu di tawarkan menjadi virus,0.0,0.0,1.0
dukung kpk fokus berantas korupsi indonesia dukungan rakyat kekuatan penguatan kpk kpk kpkhebat jatenggayeng,0.0,1.0,0.0
partaisocmed setuju pakai bingit istana kepemimpinan jkw sangat lemah tunduk pada partai emak dan oligarki kpk selama th dipimpin firl sangat menyedihkan cuma dapat hitungan jari kasus korupsi bahkan yang buron tahunan reformasidikorupsi,0.0,0.0,1.0
martinmochamad msaiddidu kpkri kalau memang itu brrti kapolri kirim surat presiden isinya bukan mengambil alih pegawai kpk meminta mengembalikan kpk sesuai arahan amp temuan ombudsmanri amp komnasham kalau direspon presiden artinya presiden menghendaki penguatan kpk,0.0,0.0,1.0
ritual anti ott kpk siska cucu nyi roro kidul gadungan tipu anggota dpr ri rp miliar,1.0,0.0,0.0
novel baswedan masuk daftar pegawai kpk dipecat lantaran tidak lolos tes wawasan kebangsaan bagaimana sebenarnya peran novel selama kpk video,0.0,0.0,1.0
valosenadya hanya mentri smua tes termasuk pemilihan presiden harusnya fit and proper test meliputi akademik kesehatan jasmani kesehatan rohani ilmu agama bahasa inggris wawasan kebangsaan diplomasi biar yang mengurus negeri orang yang benar,1.0,0.0,0.0
sindonews mestinya kalau lulus tes wawasan kebangsaan yang bisa jadi asn polri hasil twk kan burukaneh benar ini cerita,1.0,0.0,0.0
soni,0.0,0.0,1.0
mazzinigsp anggota dpr pernah ditangkap kpk belum kalau berarti manjur dilaporkan,1.0,0.0,0.0
aksi nasional pelemahan kpk seperti yangdiharapkan,1.0,0.0,0.0
syahrialnst sartonohutomo yusrilihzamhd pdemokrat kpkri masuk akal ini,0.0,1.0,0.0
leonardmetrotv brobenarkah anggota dpr yang punya piaraan penyidik kpk,1.0,0.0,0.0
yusufdumdum bukan masalah mental kenyataan anis mampu mengendalikan fraksi masih sangat kuat bahkan ragu kpk akan berani melangkah lebih jauh sekedar jadi saksidimintai keterangan,0.0,0.0,1.0
eks juru bicara kpk beberkan penyebab utama kasus korupsi kian merajalela era kepemimpinan jokowi,1.0,0.0,0.0
revisi uu kpk telah disahkan menjadi senjata menyingkirkan pegawai kpk mempunyai komitmen pemberantasan korupsi,0.0,1.0,0.0
nanarosa karedokleunca febridiansyah kpkri azizsyamsuddin partaigolkar airlanggahrt bambangsoesatyo listyosigitp mohmahfudmd polhukamri jokowi tampangnya si febridiansyah innocent,1.0,0.0,0.0
court of law putusan mahkamah konstitusi mk terkait twk kpk menjadi suatu putusan menjelaskan lintasan perundangundangan kuat hal landasan kepastian hukum,1.0,0.0,0.0
ketumprodemnew jokowi erickthohir kpkri mereka pembantu yang kadrun,0.0,1.0,0.0
dynitri abirusyda nurwahidahalz bandarjuaranya ridanulantary wanheartn cahmbanjar arpangeran seruanhl hnurwahid geiszchalifah tofatofaid musniumar reflyhz oposisicerdas maspiyuaja rockygerungrg galamedianews hmsoeharto sbyudhoyono nenowarisman ramlirizal bemsi msaiddidu pakjk nurmantyogatot nazaqistsha kpkri aniesbaswedan agusyudhoyono edhiebaskoro mardanialisera tniad jokowi fadlizon nataliuspigai harisazhar pksejahtera pdemokrat faisalbasri tvonenews demokrattv andiarief krmtroysuryo annisapohan amansur hanumrais panca cuma segitu doang penjara th bulan cukup politis lah kalau rijik th paantes wong laporan kasusnya saja seabreg,1.0,0.0,0.0
realadhidompu nazaqistsha febridiansyah kpkri iya betukpk ini kuat saking kuatnya salah satu komisionernya melakukan pelanggaran berat sangsinya cm potong gaji,0.0,0.0,1.0
hadiwidjaja kpkri kejaksaanri jokowi mohmahfudmd yaqutcqoumas wajib bersih bersih,0.0,1.0,0.0
moerdianto ferdinandhaean jokowi orang justru punya integritas yang tinggi terhdp pemberantasan korupsi aplg novel spesialis menangkap koruptor kakap kok yang pengalaman jam terbangnya rendah dlm pemberantasan korupsi yang bertahan atau dipertahankan kpk emg sdh jelas dilemahkan kpk,0.0,1.0,0.0
eks pegawai kpk tidak lolos tes wawasan kebangsaan twk memastikan tetap menempuh jalur hukum meskipun kapolri menawarkan merekrut,0.0,0.0,1.0
salah satu pertanyaan tes wawasan kebangsaan pegawai kpk jadi keluar pertanyaan oli top one kan yes or no question ga lulus kejebak pilihan ganda yang ketentuannya cuman pilih satu jawaban sedang tanda tanya situ,0.0,0.0,1.0
ferdinandhaean benarnya kemarin teriak kpk dilemahkan lemah sama pemprov dki,1.0,0.0,0.0
pegawai resmi dipecat hari koalisi sipil jokowi salah satu otak pelemahankpk,0.0,0.0,1.0
ferdinandhaean kpkri dprri yang mengusulkan dpr ri siapa bang tahu,0.0,0.0,1.0
presiden jokowi setuju rencana kapolri rekrut eks pegawai kpk jadi asn polri,0.0,1.0,0.0
vs oligarki aksi merupakan bagian aksi massa serentak rangka pekan perlawanan momentum bermula penolakan uu kpk dianggap merupakan pelemahan institusi antikorupsi tersebut sayavsoligarki mositidakpercaya,0.0,0.0,1.0
chusnulch jokowi kpkri mohmahfudmd fadjroel kangdede kalau memang bnr kantor kpkri kok bukan bendera merah putih yang dipajang anggota kpk tsb iya,0.0,1.0,0.0
vivacoid kerjasama yang sinergi sejak revisi uu kpk pantas tv kalau yang kritik kpk yang marah orang senayan ternyata benur dibalik batu,1.0,0.0,0.0
febridiansyah dennysiregar kalau novel yang mecat tidak lah tapi beliau emang punya pengaruh kuat bahasa gitu saja kok bilang diplintir begini dulu jadi juru bicara kpk,0.0,0.0,1.0
uuhh pertamina bankbca bankmandiri bni dprri jokowi fahiraidris kejaksaanri kpkri penkopassus mohmahfudmd bemuiofficial bemkmugm bemunairid bemfisipub bemundip bemuns bemunsoed jogjajam officialjkt celinejkt agnezmo gojekindonesia grabid,0.0,1.0,0.0
nazaqistsha twk macam terus menjadi senjata pelemahan kpk kedepannya apa akan dibiarkan terus menerus terjadi,1.0,0.0,0.0
pangondian ediasmawan nkriloverss panca pdemokrat dennysiregar kpk sendiri menyebutkan bayangkan kpk bapak kejaksaan menyebutkan kasusnya bearti si jamban dilindungi kekuasaan lebih kuat pada kejaksaan kpk terus bani jamban pura bego bertanya fakta hukum memang bego wk wk wk,0.0,0.0,1.0
kali kalau mau tes ujian pancasila wawasan kebangsaan belajar dulu jangan sombong,1.0,0.0,0.0
partaisocmed febridiansyah masa sih tum revisi uu kpk kan bukan inisiatif pemerintah katanya jadi ruu kan pak jokowi tidak mau tanda tangan katanya twk kan untuk merta memberhentikan katanya lalu nyanyi lagu trio kwek kwek indonesia negriku katanya katanya,0.0,0.0,1.0
ferdinandhaean kpkri dprri umarhasibuan kamu gak malu,0.0,0.0,1.0
keputusan komisi pemberantasan korupsi kpk memberhentikan pegawai tidak lulus tes wawasan kebangsaan twk menuai polemik beragam tanggapan dilontarkan masyarakat lewat beragam ruang mulai media sosial hingga aksi unjuk rasa,0.0,0.0,1.0
bukti penyingkiran pegawai kpk berintegritas berprestasi dengan narasi taliban tes twk satu paket dengan revisi uu kpk untuk pelemahan kpk kini yang melemahkan kpk terbelit terjebak dengan narasinya sendiri ada kejahatan yang tidak meninggalkan jejak,0.0,1.0,0.0
bagaimana ini pak jokowi katanya mau penguatan kpk,1.0,0.0,0.0
detikcom dimuntahin kpk mau menerima asn polri idealis sekali pembelanya,1.0,0.0,0.0
ketumprodemnew jokowi erickthohir kpkri modus pencucian uang,0.0,1.0,0.0
polri mantan pegawai kpk bertemu bahas perekrutan jadi asn bakal pertemuan selanjutnya,1.0,0.0,0.0
blankoncoklat febridiansyah kpkri febridiansyah dibuatkan isue yang baru yang lebih up dateapakah pengakuan mantan satuan pengamanan isue lamaini bukan masalah bendera hti pemecatannya juga keseluruhan,0.0,0.0,1.0
arief poyuono bukti kpk tahan pemilik bank panin kuat,0.0,1.0,0.0
pernyataan sikap pernyataan sikap aliansi bem seunair mengenai pemecatan pegawai kpk upaya pelemahan pemberantasan korupsi,0.0,1.0,0.0
serojamerah pengarangsajak faktanya kpk skrg nanggkap as krg kuat apa dibanding hm bedanya hm terkait pdip sekaligus juga mantan timses sby pada,1.0,0.0,0.0
mazzinigsp anggota dpr nya bagaimana tebang pilih ini ikut ritual kebal ott kpk masa iya ikut ritual kebal tidak yang dikorupsi hmmm,1.0,0.0,0.0
dyananjani ferdinandhaean kpkri dprri lha trus saya tekon sopo neh,0.0,1.0,0.0
dynitri abirusyda nurwahidahalz bandarjuaranya ridanulantary wanheartn cahmbanjar arpangeran seruanhl hnurwahid geiszchalifah tofatofaid musniumar reflyhz oposisicerdas maspiyuaja rockygerungrg galamedianews hmsoeharto sbyudhoyono nenowarisman ramlirizal bemsi msaiddidu pakjk nurmantyogatot nazaqistsha kpkri aniesbaswedan agusyudhoyono edhiebaskoro mardanialisera tniad jokowi fadlizon nataliuspigai harisazhar pksejahtera pdemokrat faisalbasri tvonenews demokrattv andiarief krmtroysuryo annisapohan amansur hanumrais panca selama kadrun tidak memberi teladan pemimpin pak jkw yang baiknya tentunya pak jkw manusia biasa ada kekurangannya jangan harap kadrun dipercaya rakyat mayoritas pimpin republik,1.0,0.0,0.0
kabinet pak jokowi di tes wawasan kebangsaan biar gak suka marah marah,1.0,0.0,0.0
tsamaradki psi pernah membela kpk menolak revisi uu kpk kamu gabung psi itu jabatan ketua dpp psi bidang eksternal dipegang teman nova rini,1.0,0.0,0.0
tomcruzz kpkri siapa to om cosplay,1.0,0.0,0.0
ferdinandhaean kpkri dprri ikutan tertawa donk bang,0.0,0.0,1.0
learnneweachday gurmeetramrahim yes absolutely right,0.0,1.0,0.0
sejumlah dugaan kejanggalan tes wawasan kebangsaan ditemukan sejak awal pelaksanaan seleksi pegawai kpk komnas ham tetap menunggu penjelasan langsung presiden korantempo,0.0,1.0,0.0
koordinator penggerak milenial indonesia pmi mengapresiasi upaya presiden jokowi kopolri bermaksud merekrut pegawai kpk tidak lulus tes wawasan kebangsaan twk kpk masuk menjadi asn polri,0.0,1.0,0.0
dewas harapkan putusan mk buat kpk semakin kuat,1.0,0.0,0.0
dennysiregar febridiansyah percaya kalau org kpk bawa bendera htilogikanya org kpk bukan anak tk suka main bendera anklo benar hti keep silentsaya org nu tapi tidak perlu bawa atribut nu kantorkeliatan jebakan yang picisanbiar gaduh tapi kelas teri,0.0,0.0,1.0
niashaniaaulia niatnya baik biar anaknya lulus tes wawasan kebangsaan cpns nanti,0.0,1.0,0.0
ada pelemahan kpk telah melalui tes twk ponjagaprokes,1.0,0.0,0.0
jokowi sebut kpk semakin kuat,0.0,1.0,0.0
ketumprodemnew jokowi erickthohir kpkri kpkri ikan paus ini bongkar,0.0,1.0,0.0
bangga diberhentikan kpk saya menginginkan kpk kuat tidak dilemahkan organisasi kewenangannya bangga diberhentikan kpk saya menolak kpk dipimpin pelanggar kode etik kpk fotofoto epic fullmoonfolks,0.0,0.0,1.0
korantempo coba kalian periksa usut tuntas kpkri mahkamahagung jokowi,1.0,0.0,0.0
giving a new meaning to gspki gerakan september pelemahan kpk indonesia,0.0,0.0,1.0
kasus azis syamsuddin momentum firli kembalikan maruah kpk langkah komisi pemberantasan korupsi kpk menetapkan eks wakil ketua dpr ri azis syamsuddin tersangka kasus suap eks penyidik kpk diapresiasi artikel selengkapnya,1.0,0.0,0.0
silentharmony rasputinkw arizarjiwi mohmahfudmd penguatan kpk ala jowiwi,0.0,0.0,1.0
yudanh jokowi kpkri pipkpk wkwk tertawa lah bacanya kalau ga salah sedang apa juga rela bayar gede ritual ajaib fix pasti kasus patrick star ga sebodoh kawan,0.0,0.0,1.0
listyosigitp mohmahfudmd polhukamri merekrut iwan ismail eks satuan pengamanan kpkri menjadi asn dittipikor bareskrim polri gtgt potret buram ketidakadilan orang kecil rakyat miskin negeri cc tatakhoiriyah yudiharahap nazaqistsha jokowi,0.0,0.0,1.0
mazzinigsp seniat biar kebal kpk apa kpkri curiga sih adek saya yang sd kelas saya jelaskan soal dia langsung paham loh wkwkwkwk lucu banget mah sisi kita jadi tahu betapa goblognya dpr yang satu,0.0,1.0,0.0
polri mengungkap alasan korps bhayangkara merekrut pegawai kpk tidak lulus tes wawasan kebangsaan twk lantaran rekam jejak novel baswedan dan kawan-kawan tidak perlu diragukan,0.0,1.0,0.0
mrsrachelin sudah seharusny kpk bubarkan bikin kpk baru yang lebih bersih mumpuni,0.0,1.0,0.0
hudihartobandy jokosuyoto nazaqistsha ternyata twk test wawasan kebangsaan bukanbya test wawasan komisaris,,,
jokowi sebut kpk semakin kuat,,,
